YYMMDD,TIME,LOCATION,LAT,LON,DEPTH,MAG,EVALMODE
20151029,060510.40,Farmsum,53.279,6.958,3.0,0.8,manual
20151029,080846.10,Farmsum,53.284,6.966,3.0,1.1,manual
20151030,160718.80,Garrelsweer,53.294,6.776,3.0,1.7,manual
20151030,184901.10,Meedhuizen,53.285,6.92,3.0,2.3,manual
20151030,222639.29,Meedhuizen,53.29,6.925,3.0,0.9,manual
20151109,131737.00,Nieuwolda,53.249,6.952,3.0,0.7,manual
20151110,163223.50,Schildwolde,53.235,6.797,3.0,0.6,manual
20151112,123009.00,Harkstede,53.207,6.705,3.0,0.6,manual
20151115,230142.70,Zeerijp,53.357,6.743,3.0,0.9,manual
20151128,040639.00,Emmen,52.766,6.924,3.0,1.2,manual
20151202,064002.70,Hellum,53.24,6.831,3.0,1.6,manual
20151203,044048.20,Garmerwolde,53.25,6.641,3.0,0.5,manual
20151208,035422.30,Huizinge,53.336,6.67,3.0,0.8,manual
20151213,151813.50,Kantens,53.37,6.653,3.0,0.4,manual
20151214,024745.70,Emmen,52.763,6.919,3.0,1.4,manual
20151215,000150.20,Delfzijl,53.332,6.892,3.0,1.6,manual
20151215,074355.10,Bedum,53.276,6.604,3.0,1.7,manual
20151225,041936.60,Loppersum,53.315,6.735,3.0,1.3,manual
20160102,000428.30,Sint Annen,53.3,6.68,3.0,0.5,manual
20160107,052555.10,Sappemeer,53.168,6.814,3.0,1.6,manual
20160111,053135.39,Sappemeer,53.185,6.813,3.0,0.6,manual
20160113,064142.29,Hellum,53.248,6.855,3.0,1.3,manual
20160117,115733.60,Hellum,53.258,6.84,3.0,1.5,manual
20160119,131907.40,Het Zandt,53.362,6.77,3.0,0.6,manual
20160120,035708.19,Lageland,53.242,6.714,3.0,0.6,manual
20160126,222233.39,Scharmer,53.203,6.72,3.0,1.5,manual
20160205,211138.60,Harkstede,53.228,6.666,3.0,0.4,manual
20160217,002052.79,Nieuwolda,53.244,6.953,3.0,0.9,manual
20160218,081444.20,Winneweer,53.311,6.738,3.0,0.4,manual
20160218,081944.50,Winneweer,53.31,6.738,3.0,0.7,manual
20160219,030421.80,Garrelsweer,53.317,6.746,3.0,0.1,manual
20160219,214837.70,Zuidwolde,53.26,6.617,3.0,1.3,manual
20160220,034458.79,Toornwerd,53.355,6.627,3.0,0.7,manual
20160221,050914.30,Zeerijp,53.358,6.739,3.0,0.2,manual
20160225,222630.89,Froombosch,53.184,6.781,3.0,2.4,manual
20160229,011957.39,Froombosch,53.182,6.778,3.0,0.3,manual
20160301,072947.20,Loppersum,53.328,6.714,3.0,0.3,manual
20160303,195429.10,Froombosch,53.191,6.772,3.0,0.2,manual
20160304,130029.30,Eppenhuizen,53.372,6.685,3.0,0.9,manual
20160307,101653.00,Steendam,53.268,6.826,3.0,1.2,manual
20160309,225107.20,Schildwolde,53.212,6.839,3.0,0.4,manual
20160311,113323.80,Noordbroek,53.198,6.833,3.0,0.9,manual
20160316,145802.70,Overschild,53.264,6.792,3.0,0.5,manual
20160320,220213.80,Hellum,53.254,6.852,3.0,0.5,manual
20160324,080035.50,Tjuchem,53.29,6.879,3.0,0.6,manual
20160325,012659.20,Muntendam,53.151,6.901,3.0,1.8,manual
20160325,094639.20,Garmerwolde,53.244,6.645,3.0,0.7,manual
20160331,133342.29,Zuidwolde,53.268,6.624,3.0,0.7,manual
20160402,004753.39,Garmerwolde,53.249,6.657,3.0,1.1,manual
20160404,181249.89,Westerwijtwerd,53.315,6.656,3.0,0.5,manual
20160409,083124.69,Westerbroek,53.199,6.665,3.0,0.5,manual
20160409,174557.29,Garrelsweer,53.295,6.775,3.0,0.3,manual
20160413,110045.89,Farmsum,53.272,6.958,3.0,0.7,manual
20160424,065858.60,Tjuchem,53.29,6.851,3.0,0.4,manual
20160424,153647.29,Schildwolde,53.231,6.825,3.0,1.1,manual
20160501,073250.20,Uithuizermeeden,53.405,6.707,3.0,0.4,manual
20160506,172739.60,Westeremden,53.342,6.694,3.0,0.7,manual
20160511,071133.70,Bedum,53.295,6.564,3.0,0.4,manual
20160515,115715.69,Woldendorp,53.268,6.989,3.0,1.0,manual
20160516,203841.79,Meedhuizen,53.291,6.916,3.0,1.1,manual
20160516,222437.60,Meedhuizen,53.285,6.905,3.0,0.4,manual
20160528,020820.30,Groningen,53.237,6.635,3.0,1.2,manual
20160529,142754.60,Overschild,53.286,6.835,3.0,1.1,manual
20160601,080254.50,Zeerijp,53.361,6.75,3.0,1.2,manual
20160602,184313.00,Wagenborgen,53.249,6.924,3.0,1.5,manual
20160616,005616.69,Harkstede,53.226,6.681,3.0,0.3,manual
20160616,032708.00,Hellum,53.231,6.833,3.0,0.5,manual
20160616,201743.70,Siddeburen,53.249,6.863,3.0,0.2,manual
20160618,111046.70,Leermens,53.345,6.799,3.0,0.1,manual
20160618,235825.10,Kolham,53.184,6.766,3.0,1.2,manual
20160622,131010.19,Oosterwijtwerd,53.344,6.811,3.0,0.7,manual
20160629,004712.69,Wagenborgen,53.267,6.977,3.0,0.4,manual
20160706,215400.40,Westerwijtwerd,53.337,6.66,3.0,0.3,manual
20160709,104753.79,Hoogezand,53.135,6.787,3.0,1.1,manual
20160717,120118.89,Zuidbroek,53.182,6.887,3.0,0.5,manual
20160718,085811.50,Eppenhuizen,53.378,6.709,3.0,1.7,manual
20160722,105515.30,Tjuchem,53.28,6.855,3.0,0.3,manual
20160723,175945.00,Noordbroek,53.219,6.898,3.0,0.1,manual
20160726,140210.40,Tjuchem,53.277,6.907,3.0,0.9,manual
20160728,053213.09,Tjuchem,53.281,6.86,3.0,0.2,manual
20160728,155728.10,Hellum,53.25,6.824,3.0,0.8,manual
20160807,204022.00,Kantens,53.374,6.644,3.0,1.3,manual
20160808,000339.39,Zuidbroek,53.17,6.892,3.0,0.4,manual
20160810,181625.30,Stedum,53.312,6.669,3.0,0.5,manual
20160814,015044.89,Oostwold Gem Oldambt,53.234,7.019,3.0,0.7,manual
20160814,040750.70,Harkstede,53.22,6.678,3.0,0.2,manual
20160823,021116.10,Oostwold Gem Oldambt,53.224,7.027,3.0,0.6,manual
20160823,035330.30,Oostwold Gem Oldambt,53.223,7.036,3.0,1.0,manual
20160824,130908.40,Meedhuizen,53.305,6.903,3.0,0.8,manual
20160824,184423.19,Garsthuizen,53.372,6.724,3.0,0.6,manual
20160824,234403.00,Eems-Dollard (nabij Delfzijl),53.354,6.95,3.0,1.1,manual
20160828,032753.10,Uithuizen,53.401,6.636,3.0,1.3,manual
20160901,000752.29,Scharmer,53.205,6.714,3.0,0.4,manual
20160902,131600.90,Schildwolde,53.218,6.844,3.0,2.1,manual
20160909,122123.30,Oosterwijtwerd,53.337,6.811,3.0,0.8,manual
20160911,232255.70,Ten Post,53.278,6.744,3.0,0.2,manual
20160921,142132.10,Wagenborgen,53.254,6.945,3.0,1.2,manual
20160927,232214.09,Groningen,53.244,6.616,3.0,0.9,manual
20161002,014717.19,Wirdum,53.328,6.779,3.0,0.3,manual
20161004,144619.50,Garrelsweer,53.293,6.784,3.0,0.5,manual
20161006,025646.50,Schildwolde,53.239,6.813,3.0,0.4,manual
20161007,001617.50,Eems-Dollard (nabij Bierum),53.403,6.961,3.0,0.9,manual
20161012,071246.20,Ten Post,53.305,6.725,3.0,0.5,manual
20161024,094347.39,Tjuchem,53.289,6.862,3.0,0.6,manual
20161029,143614.19,Steendam,53.288,6.846,3.0,0.6,manual
20161030,205819.00,Kollum,53.308,6.152,3.0,1.5,manual
20161101,001228.60,Wirdum,53.301,6.807,3.0,1.9,manual
20161101,005746.00,Wirdum,53.306,6.809,3.0,2.2,manual
20161105,165815.80,Wagenborgen,53.266,6.94,3.0,0.8,manual
20161108,112317.69,Eenum,53.331,6.795,3.0,1.4,manual
20161108,112533.79,Eenum,53.329,6.794,3.0,0.9,manual
20161110,063542.60,Siddeburen,53.239,6.874,3.0,0.7,manual
20161120,152007.59,Ten Post,53.299,6.744,3.0,1.0,manual
20161120,175840.70,Wirdum,53.3,6.802,3.0,1.2,manual
20161120,185756.70,Appingedam,53.336,6.838,3.0,1.6,manual
20161122,124603.70,Woldendorp,53.274,7.011,3.0,0.6,manual
20161122,173912.69,Bedum,53.299,6.577,3.0,0.7,manual
20161125,021116.60,Garmerwolde,53.246,6.644,3.0,0.3,manual
20161126,131835.89,Leermens,53.343,6.805,3.0,0.6,manual
20161126,170334.50,Siddeburen,53.261,6.909,3.0,1.0,manual
20161127,191232.70,Krewerd,53.355,6.849,3.0,0.9,manual
20161202,085821.00,Appingedam,53.317,6.869,3.0,0.8,manual
20161205,121543.70,Wagenborgen,53.257,6.913,3.0,0.4,manual
20161205,221106.40,Appingedam,53.339,6.838,3.0,0.1,manual
20161207,015249.60,Loppersum,53.333,6.774,3.0,1.8,manual
20161211,002542.10,Nieuwolda,53.235,6.935,3.0,0.2,manual
20161212,112807.00,Woldendorp,53.264,6.977,3.0,0.6,manual
20161215,044448.70,Leermens,53.343,6.807,3.0,0.6,manual
20161215,104530.50,Eems-Dollard (nabij Holwierde),53.378,6.934,3.0,1.6,manual
20161216,195523.39,Nieuwolda,53.254,6.984,3.0,0.6,manual
20161217,115647.00,Groningen,53.211,6.652,3.0,0.6,manual
20161220,161539.60,Harkstede,53.215,6.696,3.0,1.1,manual
20161222,234101.19,Holwierde,53.345,6.867,3.0,0.5,manual
20161223,142949.50,Zuidlaren,53.083,6.712,3.0,2.4,manual
20161230,030553.79,Wirdum,53.301,6.802,3.0,1.0,manual
20161230,030607.50,Overschild,53.292,6.81,3.0,0.6,manual
20170103,210824.30,Meedhuizen,53.277,6.946,3.0,0.9,manual
20170114,124719.89,Schildwolde,53.214,6.84,3.0,0.6,manual
20170117,185310.30,Hellum,53.248,6.839,3.0,0.7,manual
20170119,224447.60,Wirdum,53.327,6.774,3.0,0.9,manual
20170120,223018.69,Siddeburen,53.254,6.874,3.0,0.6,manual
20170122,110148.60,Sappemeer,53.18,6.781,3.0,0.5,manual
20170127,051120.69,Zuidbroek,53.156,6.851,3.0,0.7,manual
20170127,234159.70,Garrelsweer,53.302,6.776,3.0,0.1,manual
20170204,025652.89,Garsthuizen,53.371,6.739,3.0,0.9,manual
20170204,031126.80,Kantens,53.368,6.657,3.0,0.8,manual
20170204,032737.39,Garsthuizen,53.371,6.736,3.0,0.6,manual
20170205,154933.79,Kantens,53.374,6.65,3.0,1.3,manual
20170206,211906.79,Sappemeer,53.143,6.81,3.0,0.9,manual
20170212,144323.69,Startenhuizen,53.381,6.713,3.0,1.3,manual
20170214,074544.20,Zandeweer,53.378,6.672,3.0,0.9,manual
20170214,205204.09,Garsthuizen,53.371,6.718,3.0,0.8,manual
20170215,120137.10,Startenhuizen,53.377,6.714,3.0,1.6,manual
20170219,132125.80,Zijldijk,53.393,6.758,3.0,1.4,manual
20170219,201510.30,Harkstede,53.223,6.672,3.0,0.5,manual
20170221,231946.70,Garrelsweer,53.304,6.754,3.0,0.4,manual
20170225,053247.10,Loppersum,53.325,6.735,3.0,1.3,manual
20170226,062508.50,Zandeweer,53.386,6.675,3.0,1.2,manual
20170226,213948.79,Wirdum,53.328,6.778,3.0,1.4,manual
20170228,212651.39,Wirdum,53.32,6.782,3.0,0.9,manual
20170303,000552.10,Appingedam,53.306,6.869,3.0,0.5,manual
20170306,113513.09,Onderdendam,53.327,6.571,3.0,1.6,manual
20170311,125248.00,Zeerijp,53.35,6.761,3.0,2.1,manual
20170312,233638.60,Wagenborgen,53.251,6.938,3.0,0.6,manual
20170314,052236.29,Delfzijl,53.319,6.886,3.0,1.3,manual
20170315,183151.00,Zuidbroek,53.169,6.888,3.0,0.6,manual
20170404,100044.29,Woldendorp,53.271,6.991,3.0,1.8,manual
20170404,223627.69,Garrelsweer,53.29,6.791,3.0,0.1,manual
20170407,174350.10,Westerbroek,53.169,6.682,3.0,0.5,manual
20170409,084111.59,Meedhuizen,53.281,6.908,3.0,0.6,manual
20170410,001719.39,Steendam,53.27,6.838,3.0,1.3,manual
20170410,214052.10,Froombosch,53.209,6.762,3.0,0.6,manual
20170410,233713.00,Woldendorp,53.269,6.989,3.0,1.1,manual
20170413,103355.39,Uithuizermeeden,53.429,6.75,3.0,1.4,manual
20170419,171108.90,Loppersum,53.319,6.724,3.0,0.5,manual
20170426,135649.29,Scharmer,53.21,6.713,3.0,2.0,manual
20170503,111554.20,Stedum,53.312,6.727,3.0,1.5,manual
20170509,181232.10,Emmen,52.767,6.909,3.0,1.6,manual
20170512,204709.19,Stedum,53.31,6.723,3.0,0.1,manual
20170512,211603.10,Stedum,53.313,6.725,3.0,0.3,manual
20170514,094321.10,Rottum,53.388,6.643,3.0,1.4,manual
20170515,233456.79,Zuidwolde,53.265,6.598,3.0,1.2,manual
20170516,013125.60,Overschild,53.285,6.805,3.0,1.7,manual
20170517,071233.39,Appingedam,53.304,6.835,3.0,0.9,manual
20170520,024052.29,Meedhuizen,53.295,6.909,3.0,1.1,manual
20170520,182544.10,Meedhuizen,53.296,6.904,3.0,0.4,manual
20170525,220858.70,Froombosch,53.211,6.754,3.0,0.4,manual
20170527,152900.60,Slochteren,53.211,6.834,3.0,2.6,manual
20170530,034428.69,Uithuizermeeden,53.433,6.75,3.0,1.4,manual
20170601,210440.29,Kropswolde,53.134,6.742,3.0,0.7,manual
20170606,130453.89,Siddeburen,53.269,6.863,3.0,1.0,manual
20170606,151604.00,Ten Post,53.3,6.74,3.0,0.7,manual
20170607,002610.40,Harkstede,53.232,6.67,3.0,1.2,manual
20170619,150603.89,Meedhuizen,53.281,6.94,3.0,1.0,manual
20170629,021330.89,Stedum,53.316,6.724,3.0,0.7,manual
20170629,051853.79,Meeden,53.148,6.938,3.0,0.3,manual
20170630,172754.50,Woudbloem,53.22,6.746,3.0,0.4,manual
20170703,214358.89,Siddeburen,53.261,6.851,3.0,0.8,manual
20170705,231902.79,Bedum,53.276,6.612,3.0,1.0,manual
20170707,021936.89,Slochteren,53.21,6.83,3.0,0.7,manual
20170710,084416.60,Loppersum,53.332,6.741,3.0,0.7,manual
20170714,075529.10,Borgsweer,53.282,6.994,3.0,0.6,manual
20170714,093853.39,Schildwolde,53.221,6.841,3.0,0.6,manual
20170716,210320.50,Bedum,53.278,6.611,3.0,1.3,manual
20170721,012219.89,Kantens,53.381,6.659,3.0,1.1,manual
20170722,042318.39,Noordbroek,53.196,6.827,3.0,0.4,manual
20170725,150008.30,Loppersum,53.352,6.737,3.0,1.0,manual
20170725,190416.50,Westeremden,53.339,6.687,3.0,0.4,manual
20170807,055642.79,Garrelsweer,53.317,6.744,3.0,0.5,manual
20170810,101029.69,Ten Post,53.298,6.733,3.0,0.9,manual
20170813,202619.10,Zeerijp,53.358,6.743,3.0,0.5,manual
20170814,031859.79,Garsthuizen,53.367,6.742,3.0,1.2,manual
20170814,150250.20,Zeerijp,53.36,6.742,3.0,0.3,manual
20170816,113146.29,Stedum,53.307,6.673,3.0,0.3,manual
20170817,053859.00,Uithuizermeeden,53.423,6.748,3.0,0.8,manual
20170822,035125.69,Meedhuizen,53.271,6.95,3.0,0.3,manual
20170824,085629.69,Farmsum,53.289,6.971,3.0,1.0,manual
20170829,074013.00,Appingedam,53.322,6.822,3.0,1.8,manual
20170830,112556.39,Scharmer,53.193,6.708,3.0,1.5,manual
20170831,233308.19,Sappemeer,53.179,6.813,3.0,0.2,manual
20170901,203617.80,Zandeweer,53.376,6.667,3.0,1.1,manual
20170905,053024.89,Appingedam,53.34,6.865,3.0,1.3,manual
20170905,060958.50,Appingedam,53.341,6.863,3.0,1.2,manual
20170905,220827.89,Tjuchem,53.281,6.876,3.0,1.9,manual
20170911,023031.60,Appingedam,53.32,6.824,3.0,0.9,manual
20170914,000240.89,Zeerijp,53.344,6.741,3.0,0.5,manual
20170920,035623.19,Haren,53.166,6.618,3.0,1.4,manual
20170920,052834.60,Appingedam,53.298,6.834,3.0,1.6,manual
20170923,193642.00,Wagenborgen,53.244,6.912,3.0,0.9,manual
20170924,184922.39,Garmerwolde,53.255,6.651,3.0,0.9,manual
20170927,041851.39,Tjuchem,53.297,6.88,3.0,0.6,manual
20170927,225448.39,Garrelsweer,53.3,6.761,3.0,1.2,manual
20170930,171554.50,Lageland,53.241,6.727,3.0,1.1,manual
20171011,004546.20,Vries,53.07,6.586,3.0,0.7,manual
20171015,135831.69,Kantens,53.379,6.661,3.0,1.0,manual
20171016,225924.69,Zuidwolde,53.268,6.623,3.0,0.5,manual
20171017,004630.80,Meedhuizen,53.305,6.949,3.0,0.8,manual
20171029,110429.80,Groningen,53.234,6.538,3.0,1.0,manual
20171029,225528.69,Eems-Dollard (nabij Holwierde),53.381,6.923,3.0,1.2,manual
20171103,001201.50,Sappemeer,53.177,6.821,3.0,0.8,manual
20171104,010229.00,Appingedam,53.328,6.873,3.0,0.6,manual
20171115,021308.00,Westerwijtwerd,53.328,6.644,3.0,0.8,manual
20171116,183758.60,Wagenborgen,53.269,6.937,3.0,0.7,manual
20171119,204901.00,Emmen,52.755,6.899,3.0,1.6,manual
20171122,212358.20,Overschild,53.285,6.807,3.0,1.5,manual
20171125,195231.89,Thesinge,53.268,6.669,3.0,0.5,manual
20171125,201947.60,Schoonebeek,52.681,6.876,3.0,1.2,manual
